3.024535165535948081e+28,35120507.13591268715
3.045521300435887863e+28,35039651.44834582243
3.06665305039200453e+28,34958981.90963457104
3.087931425773510247e+28,34878498.09122038024
3.10935744396019681e+28,34798199.56553134009
3.130932129391079455e+28,34718085.90597991199
3.152656513613378215e+28,34638156.68696066246
3.174531635331839131e+28,34558411.48384800202
3.19655854045839769e+28,34478849.87299392944
3.218738282162186865e+28,34399471.43172578108
3.241071920919892109e+28,34320275.73834398538
3.263560524566455794e+28,34241262.37211982267
3.286205168346133432e+28,34162430.91329318995
3.309006934963904173e+28,34083780.94307037094
3.331966914637238012e+28,34005312.04362181124
3.355086205148222196e+28,33927023.7980798986
3.378365911896049319e+28,33848915.79053674829
3.401807147949869606e+28,33770987.60604199358
3.425411034102009922e+28,33693238.83060058131
3.449178698921562043e+28,33615669.05117057257
3.473111278808342785e+28,33538277.85566094833
3.497209918047228485e+28,33461064.83292942028
3.52147576886286655e+28,33384029.57278024656
3.545909991474766584e+28,33307171.66596205263
3.570513754152773817e+28,33230490.70416565711
3.595288233272927377e+28,33153986.2800219026
3.620234613373706222e+28,33077657.98709949155
3.645354087212665279e+28,33001505.41990282711
3.670647855823464586e+28,32925528.17386985885
3.696117128573294144e+28,32849725.84536993357
3.721763123220697194e+28,32774098.031701651
3.747587065973794748e+28,32698644.33109072446
3.773590191548914082e+28,32623364.34268784639
3.79977374322962403e+28,32548257.66656655879
3.826138972926179945e+28,32473323.90372112874
3.85268714123538108e+28,32398562.65606442852
3.879419517500843314e+28,32323973.52642582087
3.906337379873690092e+28,32249556.11854904895
3.933442015373664483e+28,32175310.03709013129
3.96073471995066525e+28,32101234.88761526141
3.988216798546709913e+28,32027330.27659871249
4.015889565158327751e+28,31953595.81142074671
4.043754342899385728e+28,31880031.10036552943
4.07181246406435032e+28,31806635.75261904824
4.100065270191988328e+28,31733409.3782670367
4.128514112129509665e+28,31660351.58829290295
4.157160350097155219e+28,31587461.99457566305
4.186005353753232857e+28,31514740.20988787906
4.215050502259604682e+28,31442185.8478936019
4.244297184347628708e+28,31369798.52314631893
4.27374679838455807e+28,31297577.85108690624
4.303400752440400934e+28,31225523.44804158571
4.333260464355244337e+28,31153634.9312198867
4.363327361807045188e+28,31081911.91871261251
4.393602882379891601e+28,31010354.02948981139
4.424088473632737881e+28,30938960.88339875244
4.454785593168616466e+28,30867732.10116190593
4.485695708704330077e+28,30796667.30437492844
4.516820298140627439e+28,30725766.11550465255
4.548160849632865928e+28,30655028.15788708123
4.579718861662164524e+28,30584453.05572538673
4.611495843107050461e+28,30514040.43408791422
4.643493313315603032e+28,30443789.91890618995
4.675712802178097912e+28,30373701.13697293397
4.708155850200155622e+28,30303773.71594007747
4.74082400857639745e+28,30234007.28431678471
4.773718839264612522e+28,30164401.47146747939
4.806841915060439436e+28,30094955.90760987574
4.840194819672566127e+28,30025670.22381301396
4.87377914779845146e+28,29956544.05199530033
4.907596505200572294e+28,29887577.02492255169
4.941648508783199552e+28,29818768.7762060446
4.975936786669707036e+28,29750118.94030056881
5.010462978280416616e+28,29681627.15250248536
5.045228734410983622e+28,29613293.04894778901
5.080235717311326078e+28,29545116.26661017527
5.115485600765101604e+28,29477096.44329911178
5.150980070169735797e+28,29409233.2176579142
5.18672082261700588e+28,29341526.22916182644
5.222709566974183502e+28,29273975.11811610543
5.258948023965740543e+28,29206579.52565411018
5.295437926255621868e+28,29139339.0937353953
5.332181018530088935e+28,29072253.46514380895
5.369179057581138198e+28,29005322.28348559509
5.406433812390498368e+28,28938545.19318750011
5.443947064214210457e+28,28871921.83949488387
5.481720606667794696e+28,28805451.86846983505
5.51975624581200843e+28,28739134.92698929084
5.558055800239199035e+28,28672970.662743161
5.596621101160255974e+28,28606958.72423245614
5.635453992492166233e+28,28541098.76076742046
5.674556330946177236e+28,28475390.42246566861
5.713929986116571524e+28,28409833.36025032703
5.753576840570057356e+28,28344427.22584817936
5.793498789935779632e+28,28279171.67178781637
5.833697742995955288e+28,28214066.35139778987
5.874175621777137623e+28,28149110.91880477112
5.914934361642113897e+28,28084305.02893171329
5.95597591138244051e+28,28019648.3374960183
5.99730223331162031e+28,27955140.50100770777
6.03891530335892636e+28,27890781.17676759824
6.08081711116387678e+28,27826570.02286548053
6.123009660171365089e+28,27762506.69817830341
6.165494967727450591e+28,27698590.86236836134
6.208275065175813445e+28,27634822.17588148639
6.251351997954879047e+28,27571200.29994524441
6.294727825695616186e+28,27507724.89656713523
6.338404622320013958e+28,27444395.62853279713
6.382384476140241819e+28,27381212.15940421532
6.426669489958497809e+28,27318174.1535179347
6.471261781167549461e+28,27255281.27598327652
6.516163481851972425e+28,27192533.19268055935
6.561376738890091489e+28,27129929.57025932404
6.606903714056628966e+28,27067470.07613656281
6.652746584126065309e+28,27005154.37849495233
6.698907540976716878e+28,26942982.14628109102
6.745388791695535926e+28,26880953.04920374025
6.792192558683637698e+28,26819066.75773206972
6.839321079762559769e+28,26757322.94309390677
6.886776608281258674e+28,26695721.27727398981
6.934561413223848942e+28,26634261.4330122257
6.982677779318089712e+28,26572943.08380195121
7.031128007144624031e+28,26511765.90388819841
7.079914413246976244e+28,26450729.56826596412
7.129039330242312507e+28,26389833.75267848329
7.178505106932969847e+28,26329078.13361550639
7.228314108418759129e+28,26268462.38831158079
7.278468716210047204e+28,26207986.19474433597
7.328971328341623733e+28,26147649.23163277288
7.379824359487358024e+28,26087451.17843555706
7.431030241075651506e+28,26027391.71534931574
7.482591421405691268e+28,25967470.52330693898
7.534510365764510174e+28,25907687.28397588449
7.5867895565448593e+28,25848041.67975648658
7.6394314933638982e+28,25788533.39378026884
7.692438693182708734e+28,25729162.10990826083
7.745813690426638154e+28,25669927.51272931854
7.799559037106477176e+28,25610829.28755844876
7.853677302940478941e+28,25551867.12043513735
7.908171075477224531e+28,25493040.69812168129
7.963042960219341075e+28,25434349.70810152459
8.018295580748078221e+28,25375793.83857759806
8.073931578848749062e+28,25317372.77847066287
8.129953614637041427e+28,25259086.21741765795
8.186364366686205578e+28,25200933.84577005115
8.24316653215512443e+28,25142915.35459219426
8.300362826917272457e+28,25085030.43565968177
8.357955985690569274e+28,25027278.78145771341
8.415948762168134332e+28,24969660.08517946048
8.474343929149948847e+28,24912174.04072443594
8.533144278675431265e+28,24854820.34269686823
8.592352622156932614e+28,24797598.68640407887
8.651971790514158163e+28,24740508.76785486377
8.712004634309521737e+28,24683550.28375787821
8.772454023884439258e+28,24626722.93152002572
8.833322849496567949e+28,24570026.40924485044
8.89461402145799778e+28,24513460.41573093332
8.956330470274401823e+28,24457024.65047029201
9.018475146785151999e+28,24400718.81364678439
